,imdb_id,overview
10426685,tt3778010,"Dead Awake Kate Bowman (Jocelin Donahue) is an average social worker who is investigating in the mysterious deaths of people who died in their sleep. Shortly before their deaths, the victims all reported a supernatural force that appeared to them while they were suffering from sleep-paralysis. When Kate investigates further into the case, she opens herself up to the creature's wrath, and soon finds herself, and her family suffering from an ancient evil."
10427801,tt0283957,"Dead Weight Prison guard Reggio lets Moltes have a weekly lottery ticket in exchange for his suave relationship advice. When Moltes learns that he has a winning lottery ticket, he breaks out of jail to claim his money. However, Reggio's girlfriend, Pauline , has the ticket with her in Africa. The action involves the odd couple teaming up to find the ticket while being chased by Det. Youssouf , along with the vengeful Turk and the Giant."
10429009,tt4429194,"Paris Can Wait A woman at a crossroads traveling to Cannes along with her successful film producer husband, finds herself on a two-day road trip with his business associate. What follows is a carefree journey replete with diversions involving picturesque sites, fine food and wine, humor, wisdom and romance - reawakening Anne's senses and a new lust for life."
10430008,tt1933667,"The Wizard of Lies A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family."
10432547,tt0433883,"The Black Hole It's 2 A.M. in St. Louis when a routine scientific experiment goes terribly wrong and an explosion shakes the city. A scientific team investigates, clashing with an intergalactic, voltage-devouring creature that vaporizes them."
10433358,tt1506452,The Priest nan
10434515,tt2261719,The Jungle A comedy about funny adventures of the married couple on the remote island.
10435294,tt2386231,Ghost Recon: Alpha Ghost Recon: Alpha sees a team led by Ghost Leader infiltrate a trade at a Russian depot between a general and a mysterious other figure.
10435450,tt0902981,The Storm Gate nan
10435891,tt5464234,Kill Switch A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.
10437391,tt0072354,"Vampyres A lesbian vampire couple haunt an abandoned castle and the English country side around it. They prey on passing motorists, whom they seduce, and murder."
10437846,tt2132504,"Titanic: The Final Word with James Cameron Cameron brings together some the world's leading Titanic experts, including engineers, naval architects, artists and historians, to solve the lingering mysteries of why and how the 'unsinkable' ship sank."
10439548,tt6582384,"Red Nose Day Actually Fourteen years after the events of the first film, a series of encounters between people in Britain reminds us that in these different times Love, actually exists."
10439794,tt0098598,"Willy The Sparrow What would it feel like to be a bird and fly over the trees and housetops? A boy named Willy finds out when the Sparrow Guardian turns him into a Sparrow for shooting a BB gun at the little birds. Suddenly, Willy's own cat thinks of him as lunch but, luckily, some new sparrow friends rush to Willy's rescue. They deliver him to a grandfatherly old bird named Cipur who takes Willy under his wing, teaches him how to fly, and so much more. In return, Willy fulfills Cipur's lifelong dream for knowledge by teaching him ow to read. Willy's new friendship helps him understand that all creatures have feelings and deserve to be treated with kindness and respect. Before Willy is turned back into a boy, he leads the sparrows in a brave but perilous plan to retake their home in the barn from Blacky the cat. Finally, the Sparrow Guardian offers Willy a very special opportunity."
10440620,tt0064498,"The Toth Family The Toth family resides in Northern Hungary. The couple has a daughter and a son, the latter a member of the armed forces. When his weary major is ordered to take a vacation, the son talks him into a visit to his family home. Comedy ensues when the Toths go overboard trying to make things pleasant for the visiting major in hopes of an easier life for their son the soldier."
10441797,tt2190483,"Living In the second feature film by Russian director Vasily Sigarev, fate brings ordeals to characters that find themselves immersed in deep crisis; they must seek the strength to cope with adversity. In a remote and cold region of Russia, Galya, a middle-aged woman with a drinking problem, has been separated from her twin daughters and she wants them back. On the other hand, Grishka and Anton are a young couple who decide to get married, but right after the wedding their relationship is put to the test in a brutal way. While Artyom longs to see his missing father, but his mother objects. There is only one element that brings all of these characters together: misfortune."
10442610,tt0423877,Boudu nan
10443218,tt2181953,"Frost A young couple, physiologist Agla and filmmaker Gunnar, wake up at a glacier drilling camp only to find the camp mysteriously abandoned and their co-workers gone. When searching for the lost team they realize they’re up against an unknown deadly force."
10444861,tt0262429,Gamer nan
